INSTRUMENT,SYMBOL    ,EXP_DATE  ,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_VAL           ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      
FUTSTK    ,MGL       ,28/10/2021,00001099.60,00001099.60,00001071.00,00001088.75,000000002970000,     1848645330.00,          1703400,             2839,             2581
FUTSTK    ,MGL       ,25/11/2021,00001085.95,00001095.00,00001076.30,00001090.60,000000000212400,       72436830.00,            66600,              111,              111
FUTSTK    ,MINDTREE  ,30/09/2021,00004249.25,00004291.95,00004188.20,00004199.35,000000000213600,     4483154500.00,          1058800,             2647,             2430
FUTSTK    ,MINDTREE  ,28/10/2021,00004253.30,00004304.80,00004204.00,00004219.65,000000002535200,     7709105220.00,          1813600,             4534,             4127
FUTSTK    ,MINDTREE  ,25/11/2021,00004270.00,00004301.45,00004216.85,00004230.25,000000000060000,       98842580.00,            23200,              058,              056
FUTSTK    ,MOTHERSUMI,30/09/2021,00000222.65,00000232.80,00000222.65,00000226.25,000000015260000,     3607413250.00,         15795500,             4513,             3555
FUTSTK    ,MOTHERSUMI,28/10/2021,00000231.35,00000233.75,00000226.00,00000227.20,000000030422000,     4815116075.00,         21031500,             6009,             4925
FUTSTK    ,MOTHERSUMI,25/11/2021,00000230.00,00000233.95,00000226.95,00000228.10,000000000633500,       68290775.00,           297500,              085,              083
FUTSTK    ,MPHASIS   ,30/09/2021,00003171.25,00003176.70,00003095.90,00003104.75,000000000098800,     1025369475.00,           325975,             1003,              926
FUTSTK    ,MPHASIS   ,28/10/2021,00003182.95,00003189.10,00003115.20,00003122.50,000000002100475,     2095884943.75,           664625,             2045,             1908
FUTSTK    ,MPHASIS   ,25/11/2021,00003180.50,00003195.00,00003134.40,00003134.65,000000000015925,        8248695.00,             2600,              008,              008
FUTSTK    ,MRF       ,30/09/2021,00079332.45,00079500.00,00078688.00,00079272.60,000000000008890,     1150489899.50,            14550,             1455,             1094
FUTSTK    ,MRF       ,28/10/2021,00079800.00,00079989.85,00078915.05,00079529.40,000000000047190,     1810769122.00,            22820,             2282,             1859
FUTSTK    ,MRF       ,25/11/2021,00079929.45,00079930.00,00079300.00,00079843.25,000000000001660,       39838994.50,              500,              050,              049
FUTSTK    ,MUTHOOTFIN,30/09/2021,00001473.50,00001479.90,00001442.40,00001452.30,000000000572250,     2208186675.00,          1515000,             2020,             1508
FUTSTK    ,MUTHOOTFIN,28/10/2021,00001478.45,00001484.75,00001451.15,00001457.55,000000003459750,     3083399250.00,          2107500,             2810,             2160
FUTSTK    ,MUTHOOTFIN,25/11/2021,00001474.00,00001474.00,00001459.05,00001463.95,000000000081750,       90177562.50,            61500,              082,              075
FUTSTK    ,COFORGE   ,30/09/2021,00005319.40,00005322.30,00005199.50,00005226.20,000000000096400,     1582439870.00,           301600,             1508,             1325
FUTSTK    ,COFORGE   ,28/10/2021,00005330.05,00005343.20,00005215.90,00005244.55,000000000838000,     2920050890.00,           554600,             2773,             2463
FUTSTK    ,COFORGE   ,25/11/2021,00005240.00,00005261.00,00005240.00,00005261.00,000000000006400,        3148200.00,              600,              003,              003
FUTSTK    ,NAM-INDIA ,30/09/2021,00000426.70,00000432.65,00000423.15,00000425.30,000000000761600,      661537120.00,          1545600,              966,              834
FUTSTK    ,NAM-INDIA ,28/10/2021,00000432.10,00000434.65,00000424.60,00000428.05,000000002193600,      929530000.00,          2164800,             1353,             1178
FUTSTK    ,NAM-INDIA ,25/11/2021,00000432.55,00000432.55,00000427.55,00000429.85,000000000067200,       12379200.00,            28800,              018,              018
FUTSTK    ,NATIONALUM,30/09/2021,00000094.70,00000096.20,00000093.00,00000093.50,000000009979000,     2623264050.00,         27795000,             1635,             1319
FUTSTK    ,NATIONALUM,28/10/2021,00000095.30,00000096.60,00000093.35,00000093.95,000000087176000,     4345221250.00,         45832000,             2696,             2318
FUTSTK    ,NATIONALUM,25/11/2021,00000095.40,00000096.70,00000093.60,00000093.70,000000001462000,       93661500.00,           986000,              058,              057
FUTSTK    ,NAUKRI    ,30/09/2021,00006452.30,00006502.80,00006395.90,00006431.10,000000000209875,     1723703868.75,           267375,             2139,             1837
FUTSTK    ,NAUKRI    ,28/10/2021,00006499.15,00006524.00,00006415.80,00006453.95,000000000833750,     2086399312.50,           322500,             2580,             2224
FUTSTK    ,NAUKRI    ,25/11/2021,00006503.00,00006550.60,00006455.00,00006480.85,000000000008250,       17048656.25,             2625,              021,              019
FUTSTK    ,NAVINFLUOR,30/09/2021,00003679.75,00003743.25,00003652.80,00003673.90,000000000156150,      979199898.75,           265725,             1181,              990
FUTSTK    ,NAVINFLUOR,28/10/2021,00003692.70,00003760.00,00003663.95,00003695.90,000000000615600,     1517971230.00,           410400,             1824,             1561
FUTSTK    ,NAVINFLUOR,25/11/2021,00003724.95,00003741.50,00003686.55,00003704.10,000000000016875,       20854395.00,             5625,              025,              024
