INSTRUMENT,SYMBOL    ,EXP_DATE  ,STR_PRICE  ,OPT_TYPE,OPEN_PRICE ,HI_PRICE   ,LO_PRICE   ,CLOSE_PRICE,OPEN_INT*      ,TRD_QTY          ,NO_OF_CONT       ,NO_OF_TRADE      ,NOTION_VAL        ,PR_VAL            
OPTIDX    ,NIFTY     ,07/10/2021,00015200.00,PE      ,00000000.80,00000000.80,00000000.10,00000000.20,000000000005500,           165350,             3307,             3001,     2513390650.00,          70650.00
OPTIDX    ,NIFTY     ,07/10/2021,00015250.00,PE      ,00000000.60,00000000.70,00000000.05,00000000.10,000000000001900,             4850,              097,              012,       73963877.50,           1377.50
OPTIDX    ,NIFTY     ,07/10/2021,00015300.00,PE      ,00000000.65,00000000.65,00000000.10,00000000.20,000000000003750,            11750,              235,              028,      179778517.50,           3517.50
OPTIDX    ,NIFTY     ,07/10/2021,00015350.00,PE      ,00000000.50,00000000.60,00000000.20,00000000.20,000000000009800,             6150,              123,              028,       94404590.00,           2090.00
OPTIDX    ,NIFTY     ,07/10/2021,00015400.00,PE      ,00000000.75,00000000.75,00000000.15,00000000.25,000000000025800,           227150,             4543,             3358,     3498229275.00,         119275.00
OPTIDX    ,NIFTY     ,07/10/2021,00015450.00,PE      ,00000000.50,00000000.75,00000000.10,00000000.30,000000000057550,           154650,             3093,              963,     2389425597.50,          83097.50
OPTIDX    ,NIFTY     ,07/10/2021,00015500.00,CE      ,00002204.70,00002204.70,00002073.90,00002139.30,000000000001600,              100,              002,              002,        1763930.00,         213930.00
OPTIDX    ,NIFTY     ,07/10/2021,00015500.00,PE      ,00000000.70,00000000.70,00000000.20,00000000.25,000000000536050,           532850,            10657,             5172,     8259379145.00,         204145.00
OPTIDX    ,NIFTY     ,07/10/2021,00015550.00,PE      ,00000000.60,00000000.70,00000000.15,00000000.25,000000000000550,            26950,              539,              406,      419087722.50,          15222.50
OPTIDX    ,NIFTY     ,07/10/2021,00015600.00,PE      ,00000000.75,00000000.75,00000000.20,00000000.25,000000000011400,            19100,              382,              063,      297966400.00,           6400.00
OPTIDX    ,NIFTY     ,07/10/2021,00015650.00,PE      ,00000000.75,00000000.75,00000000.20,00000000.20,000000000000150,             1450,              029,              013,       22693322.50,            822.50
OPTIDX    ,NIFTY     ,07/10/2021,00015700.00,CE      ,00002075.15,00002178.80,00002075.15,00002178.80,000000000000050,              100,              002,              002,        1782697.50,         212697.50
OPTIDX    ,NIFTY     ,07/10/2021,00015700.00,PE      ,00000000.70,00000000.70,00000000.25,00000000.30,000000000010350,           297100,             5942,             5705,     4664598767.50,         128767.50
OPTIDX    ,NIFTY     ,07/10/2021,00015750.00,PE      ,00000000.45,00000000.75,00000000.25,00000000.45,000000000002400,             4550,              091,              086,       71664387.50,           1887.50
OPTIDX    ,NIFTY     ,07/10/2021,00015800.00,PE      ,00000000.65,00000000.75,00000000.20,00000000.25,000000000122550,           220900,             4418,              851,     3490328640.00,         108640.00
OPTIDX    ,NIFTY     ,07/10/2021,00015900.00,CE      ,00001921.65,00001921.65,00001894.25,00001894.25,000000000000900,              100,              002,              002,        1780795.00,         190795.00
OPTIDX    ,NIFTY     ,07/10/2021,00015900.00,PE      ,00000000.80,00000000.95,00000000.20,00000000.45,000000000040100,           131000,             2620,             2084,     2082962455.00,          62455.00
OPTIDX    ,NIFTY     ,07/10/2021,00015950.00,PE      ,00000000.95,00000000.95,00000000.25,00000000.40,000000000004000,             7650,              153,              058,      122022605.00,           5105.00
OPTIDX    ,NIFTY     ,07/10/2021,00016000.00,CE      ,00001833.25,00001855.00,00001640.00,00001642.10,000000000010500,             2900,              058,              032,       51432057.50,        5032057.50
OPTIDX    ,NIFTY     ,07/10/2021,00016000.00,PE      ,00000000.95,00000001.05,00000000.25,00000000.40,000000000718750,          1106000,            22120,             4721,    17696700780.00,         700780.00
OPTIDX    ,NIFTY     ,07/10/2021,00016050.00,PE      ,00000001.00,00000001.10,00000000.20,00000000.25,000000000014100,             1450,              029,              018,       23273582.50,           1082.50
OPTIDX    ,NIFTY     ,07/10/2021,00016100.00,CE      ,00001718.65,00001718.65,00001712.35,00001712.35,000000000002750,              100,              002,              002,        1781550.00,         171550.00
OPTIDX    ,NIFTY     ,07/10/2021,00016100.00,PE      ,00000000.95,00000001.20,00000000.35,00000000.45,000000000082950,           190500,             3810,             1192,     3067199645.00,         149645.00
OPTIDX    ,NIFTY     ,07/10/2021,00016150.00,PE      ,00000001.00,00000001.20,00000000.50,00000000.60,000000000007950,            17150,              343,              132,      276986340.00,          13840.00
OPTIDX    ,NIFTY     ,07/10/2021,00016200.00,CE      ,00001620.55,00001628.50,00001611.60,00001628.50,000000000003150,              150,              003,              003,        2673032.50,         243032.50
OPTIDX    ,NIFTY     ,07/10/2021,00016200.00,PE      ,00000001.00,00000001.25,00000000.35,00000000.50,000000000135000,           352550,             7051,             1987,     5711578777.50,         268777.50
OPTIDX    ,NIFTY     ,07/10/2021,00016250.00,PE      ,00000001.20,00000001.35,00000000.45,00000000.60,000000000023150,           160300,             3206,             2703,     2605028022.50,         153022.50
OPTIDX    ,NIFTY     ,07/10/2021,00016300.00,CE      ,00001519.75,00001519.75,00001519.75,00001519.75,000000000002500,              050,              001,              001,         890987.50,          75987.50
OPTIDX    ,NIFTY     ,07/10/2021,00016300.00,PE      ,00000001.10,00000001.40,00000000.35,00000000.55,000000000216400,           546700,            10934,             2870,     8911692527.50,         482527.50
OPTIDX    ,NIFTY     ,07/10/2021,00016350.00,PE      ,00000001.35,00000001.50,00000000.25,00000000.45,000000000020750,            42200,              844,              325,      690008435.00,          38435.00
OPTIDX    ,NIFTY     ,07/10/2021,00016400.00,CE      ,00001440.00,00001440.00,00001290.00,00001290.00,000000000002600,              550,              011,              009,        9795410.00,         775410.00
OPTIDX    ,NIFTY     ,07/10/2021,00016400.00,PE      ,00000000.90,00000001.55,00000000.45,00000000.60,000000000362450,           786550,            15731,             4302,    12900157417.50,         737417.50
OPTIDX    ,NIFTY     ,07/10/2021,00016450.00,PE      ,00000001.40,00000001.55,00000000.50,00000000.70,000000000026250,           106100,             2122,              980,     1745455345.00,         110345.00
OPTIDX    ,NIFTY     ,07/10/2021,00016500.00,CE      ,00001358.65,00001358.65,00001125.00,00001134.20,000000000005750,            13100,              262,              108,      233352742.50,       17202742.50
OPTIDX    ,NIFTY     ,07/10/2021,00016500.00,PE      ,00000001.20,00000001.60,00000000.45,00000000.60,000000001315000,          4057650,            81153,            16085,    66955237700.00,        4012700.00
OPTIDX    ,NIFTY     ,07/10/2021,00016550.00,PE      ,00000001.25,00000001.65,00000000.50,00000000.65,000000000054500,           272700,             5454,             1473,     4513512755.00,         327755.00
OPTIDX    ,NIFTY     ,07/10/2021,00016600.00,CE      ,00001238.90,00001238.90,00001021.00,00001024.45,000000000004250,             1250,              025,              013,       22100895.00,        1350895.00
OPTIDX    ,NIFTY     ,07/10/2021,00016600.00,PE      ,00000001.40,00000001.75,00000000.45,00000000.60,000000000389000,          2211500,            44230,            12128,    36713307442.50,        2407442.50
OPTIDX    ,NIFTY     ,07/10/2021,00016650.00,CE      ,00001066.75,00001103.50,00000980.00,00000998.60,000000000000850,             1250,              025,              011,       22135120.00,        1322620.00
OPTIDX    ,NIFTY     ,07/10/2021,00016650.00,PE      ,00000001.50,00000001.80,00000000.50,00000000.80,000000000063500,           158450,             3169,             1126,     2638357872.50,         165372.50
OPTIDX    ,NIFTY     ,07/10/2021,00016700.00,CE      ,00001152.15,00001152.15,00000962.25,00000962.45,000000000011600,             3700,              074,              046,       65774170.00,        3984170.00
OPTIDX    ,NIFTY     ,07/10/2021,00016700.00,PE      ,00000001.25,00000001.90,00000000.40,00000000.65,000000000425500,          3137950,            62759,            17076,    52407414187.50,        3649187.50
OPTIDX    ,NIFTY     ,07/10/2021,00016750.00,CE      ,00000959.20,00000959.20,00000959.20,00000959.20,000000000001500,              050,              001,              001,         885460.00,          47960.00
OPTIDX    ,NIFTY     ,07/10/2021,00016750.00,PE      ,00000001.80,00000001.95,00000000.60,00000000.80,000000000105650,           322200,             6444,             2144,     5397229327.50,         379327.50
OPTIDX    ,NIFTY     ,07/10/2021,00016800.00,CE      ,00001050.00,00001072.50,00000820.00,00000820.00,000000000004800,             2300,              046,              037,       40990782.50,        2350782.50
OPTIDX    ,NIFTY     ,07/10/2021,00016800.00,PE      ,00000001.80,00000002.00,00000000.60,00000000.70,000000000812050,          6336700,           126734,            27026,   106464606462.50,        8046462.50
OPTIDX    ,NIFTY     ,07/10/2021,00016850.00,CE      ,00001003.05,00001003.05,00000827.10,00000827.10,000000000000350,             1600,              032,              024,       28518725.00,        1558725.00
OPTIDX    ,NIFTY     ,07/10/2021,00016850.00,PE      ,00000001.95,00000002.10,00000000.70,00000000.85,000000000125350,           395850,             7917,             2318,     6670582047.50,         509547.50
OPTIDX    ,NIFTY     ,07/10/2021,00016900.00,CE      ,00000951.60,00000971.20,00000742.80,00000757.30,000000000004200,             3150,              063,              041,       56047685.00,        2812685.00
OPTIDX    ,NIFTY     ,07/10/2021,00016900.00,PE      ,00000001.95,00000002.20,00000000.60,00000000.75,000000001253600,          6686050,           133721,            33579,   113003216707.50,        8971707.50
OPTIDX    ,NIFTY     ,07/10/2021,00016950.00,CE      ,00000888.70,00000888.70,00000760.65,00000760.65,000000000004650,              550,              011,              007,        9772750.00,         450250.00
OPTIDX    ,NIFTY     ,07/10/2021,00016950.00,PE      ,00000002.00,00000002.30,00000000.70,00000000.95,000000000249000,           766500,            15330,             4980,    12993278960.00,        1103960.00
OPTIDX    ,NIFTY     ,07/10/2021,00017000.00,CE      ,00000827.25,00000875.30,00000618.40,00000653.70,000000000169950,            80650,             1613,             1067,     1431211010.00,       60161010.00
OPTIDX    ,NIFTY     ,07/10/2021,00017000.00,PE      ,00000001.95,00000002.50,00000000.85,00000001.15,000000002879900,         20562200,           411244,            71776,   349591707600.00,       34307600.00
OPTIDX    ,NIFTY     ,07/10/2021,00017050.00,CE      ,00000801.35,00000808.80,00000600.00,00000600.00,000000000001150,              400,              008,              006,        7118142.50,         298142.50
OPTIDX    ,NIFTY     ,07/10/2021,00017050.00,PE      ,00000002.20,00000002.90,00000000.90,00000001.30,000000000287900,          1516200,            30324,            10465,    25853866812.50,        2656812.50
OPTIDX    ,NIFTY     ,07/10/2021,00017100.00,CE      ,00000760.20,00000773.40,00000522.30,00000551.35,000000000010950,            16200,              324,              218,      288399040.00,       11379040.00
OPTIDX    ,NIFTY     ,07/10/2021,00017100.00,PE      ,00000002.60,00000003.30,00000001.10,00000001.55,000000001461100,         12818850,           256377,            58322,   219228125862.50,       25790862.50
OPTIDX    ,NIFTY     ,07/10/2021,00017150.00,CE      ,00000721.20,00000721.20,00000479.00,00000499.45,000000000002550,             3900,              078,              044,       69276220.00,        2391220.00
OPTIDX    ,NIFTY     ,07/10/2021,00017150.00,PE      ,00000002.80,00000003.60,00000001.30,00000002.15,000000000344250,          2319550,            46391,            17712,    39785759657.50,        5477157.50
OPTIDX    ,NIFTY     ,07/10/2021,00017200.00,CE      ,00000626.10,00000672.00,00000421.40,00000459.45,000000000028050,            67800,             1356,              896,     1203547697.50,       37387697.50
OPTIDX    ,NIFTY     ,07/10/2021,00017200.00,PE      ,00000003.00,00000004.30,00000001.75,00000002.65,000000002348450,         19005950,           380119,            79649,   326954451497.50,       52111497.50
OPTIDX    ,NIFTY     ,07/10/2021,00017250.00,CE      ,00000601.40,00000626.45,00000373.95,00000388.40,000000000035500,             8750,              175,              140,      155190195.00,        4252695.00
OPTIDX    ,NIFTY     ,07/10/2021,00017250.00,PE      ,00000003.80,00000005.00,00000002.00,00000003.45,000000000669800,          4273650,            85473,            29600,    73734494187.50,       14031687.50
OPTIDX    ,NIFTY     ,07/10/2021,00017300.00,CE      ,00000530.55,00000575.00,00000322.45,00000349.15,000000000074250,           148050,             2961,             1925,     2628361715.00,       67096715.00
OPTIDX    ,NIFTY     ,07/10/2021,00017300.00,PE      ,00000004.40,00000006.35,00000002.40,00000004.50,000000002130550,         21440200,           428804,           121344,   371000353470.00,       84893470.00
OPTIDX    ,NIFTY     ,07/10/2021,00017350.00,CE      ,00000481.45,00000522.60,00000274.75,00000304.20,000000000033850,            63600,             1272,              832,     1125371420.00,       21911420.00
OPTIDX    ,NIFTY     ,07/10/2021,00017350.00,PE      ,00000005.10,00000008.20,00000003.05,00000006.15,000000000900000,         10424800,           208496,            70958,   180923071537.50,       52791537.50
OPTIDX    ,NIFTY     ,07/10/2021,00017400.00,CE      ,00000435.15,00000478.10,00000227.65,00000261.90,000000000256200,          1042750,            20855,            14286,    18476508520.00,      332658520.00
OPTIDX    ,NIFTY     ,07/10/2021,00017400.00,PE      ,00000006.50,00000012.00,00000003.95,00000008.85,000000003095800,         35805350,           716107,           203251,   623251587717.50,      238497717.50
OPTIDX    ,NIFTY     ,07/10/2021,00017450.00,CE      ,00000394.80,00000428.80,00000183.85,00000207.20,000000000104400,           499300,             9986,             7578,     8836439612.50,      123654612.50
OPTIDX    ,NIFTY     ,07/10/2021,00017450.00,PE      ,00000008.30,00000018.00,00000004.65,00000012.80,000000001704500,         24353450,           487069,           147516,   425189928580.00,      222226080.00
OPTIDX    ,NIFTY     ,07/10/2021,00017500.00,CE      ,00000333.20,00000380.40,00000143.15,00000168.90,000000001059700,          4590000,            91800,            52963,    81427448667.50,     1102448667.50
OPTIDX    ,NIFTY     ,07/10/2021,00017500.00,PE      ,00000010.00,00000026.40,00000005.60,00000019.45,000000004262250,         69871850,          1397437,           441773,  1223667512787.50,      910137787.50
OPTIDX    ,NIFTY     ,07/10/2021,00017550.00,CE      ,00000283.20,00000330.95,00000105.05,00000126.70,000000000219250,          1880300,            37606,            24236,    33332064012.50,      332799012.50
OPTIDX    ,NIFTY     ,07/10/2021,00017550.00,PE      ,00000012.80,00000039.30,00000006.70,00000028.55,000000002149300,         36303600,           726072,           285103,   637802876847.50,      674696847.50
OPTIDX    ,NIFTY     ,07/10/2021,00017600.00,CE      ,00000233.30,00000282.40,00000073.20,00000091.30,000000001847000,         17561350,           351227,           186914,   311615419737.50,     2535659737.50
OPTIDX    ,NIFTY     ,07/10/2021,00017600.00,PE      ,00000016.55,00000057.80,00000008.35,00000043.10,000000003485600,         92325100,          1846502,           664271,  1627294485980.00,     2372725980.00
OPTIDX    ,NIFTY     ,07/10/2021,00017650.00,CE      ,00000207.05,00000234.55,00000047.70,00000061.60,000000001497400,         15741550,           314831,           163573,   279257822557.50,     1419465057.50
OPTIDX    ,NIFTY     ,07/10/2021,00017650.00,PE      ,00000021.00,00000081.80,00000010.45,00000061.80,000000001145250,         51030350,          1020607,           458466,   902572304107.50,     1886626607.50
OPTIDX    ,NIFTY     ,07/10/2021,00017700.00,CE      ,00000185.00,00000188.00,00000028.40,00000038.80,000000004882050,         65157300,          1303146,           605150,  1158605535220.00,     5321325220.00
OPTIDX    ,NIFTY     ,07/10/2021,00017700.00,PE      ,00000030.00,00000112.00,00000014.30,00000088.90,000000002360550,        113910700,          2278214,           995230,  2021733721155.00,     5514331155.00
OPTIDX    ,NIFTY     ,07/10/2021,00017750.00,CE      ,00000102.35,00000146.00,00000016.50,00000023.40,000000002713150,         45706700,           914134,           424566,   814148009867.50,     2854084867.50
OPTIDX    ,NIFTY     ,07/10/2021,00017750.00,PE      ,00000045.00,00000151.00,00000020.70,00000121.30,000000000418350,         56822800,          1136456,           563195,  1012074843247.50,     3470143247.50
OPTIDX    ,NIFTY     ,07/10/2021,00017800.00,CE      ,00000093.00,00000108.50,00000009.85,00000014.55,000000006464150,        131873900,          2637478,          1124860,  2354624690667.50,     7269270667.50
OPTIDX    ,NIFTY     ,07/10/2021,00017800.00,PE      ,00000063.40,00000193.40,00000031.35,00000163.40,000000001098550,        111249800,          2224996,          1050264,  1988522759637.50,     8276319637.50
OPTIDX    ,NIFTY     ,07/10/2021,00017850.00,CE      ,00000080.00,00000090.05,00000006.40,00000009.35,000000003936100,         85640150,          1712803,           712893,  1532123447195.00,     3446769695.00
OPTIDX    ,NIFTY     ,07/10/2021,00017850.00,PE      ,00000091.20,00000239.95,00000048.00,00000207.60,000000000291300,         42790200,           855804,           422664,   767709267895.00,     3904197895.00
OPTIDX    ,NIFTY     ,07/10/2021,00017900.00,CE      ,00000045.70,00000051.80,00000004.55,00000006.50,000000006586250,        126272850,          2525457,           898854,  2263569398507.50,     3285383507.50
OPTIDX    ,NIFTY     ,07/10/2021,00017900.00,PE      ,00000100.10,00000288.85,00000071.65,00000262.20,000000000536100,         40899550,           817991,           424676,   737334372865.00,     5232427865.00
OPTIDX    ,NIFTY     ,07/10/2021,00017950.00,CE      ,00000031.25,00000034.70,00000003.55,00000004.85,000000002835600,         55228700,          1104574,           373209,   992177103497.50,      821938497.50
OPTIDX    ,NIFTY     ,07/10/2021,00017950.00,PE      ,00000159.70,00000338.15,00000102.65,00000305.40,000000000071150,          5559050,           111181,            64941,   100688374092.50,      903426592.50
OPTIDX    ,NIFTY     ,07/10/2021,00018000.00,CE      ,00000017.90,00000020.00,00000003.20,00000004.15,000000008234200,         99073350,          1981467,           558434,  1784290632510.00,      970332510.00
OPTIDX    ,NIFTY     ,07/10/2021,00018000.00,PE      ,00000198.95,00000386.65,00000141.15,00000357.55,000000000200600,          9742600,           194852,            95956,   177405444625.00,     2038644625.00
OPTIDX    ,NIFTY     ,07/10/2021,00018050.00,CE      ,00000009.40,00000011.70,00000002.85,00000003.50,000000001653000,         34863950,           697279,           204205,   629497537002.50,      203239502.50
OPTIDX    ,NIFTY     ,07/10/2021,00018050.00,PE      ,00000232.50,00000433.95,00000183.40,00000408.25,000000000052750,           857650,            17153,            10743,    15702913887.50,      222331387.50
OPTIDX    ,NIFTY     ,07/10/2021,00018100.00,CE      ,00000003.90,00000007.00,00000002.50,00000002.95,000000003453500,         42338800,           846776,           229111,   766493125637.50,      160845637.50
OPTIDX    ,NIFTY     ,07/10/2021,00018100.00,PE      ,00000281.05,00000485.30,00000230.00,00000465.70,000000000094200,          1280750,            25615,            12815,    23569001127.50,      387426127.50
OPTIDX    ,NIFTY     ,07/10/2021,00018150.00,CE      ,00000003.20,00000004.15,00000001.85,00000002.65,000000000919200,         14555750,           291115,            76557,   264227468725.00,       40606225.00
OPTIDX    ,NIFTY     ,07/10/2021,00018150.00,PE      ,00000307.80,00000532.95,00000280.15,00000513.20,000000000004100,            38450,              769,              498,      712118670.00,       14251170.00
OPTIDX    ,NIFTY     ,07/10/2021,00018200.00,CE      ,00000001.90,00000002.80,00000001.60,00000002.35,000000003969350,         26818800,           536376,           102610,   488163090160.00,       60930160.00
OPTIDX    ,NIFTY     ,07/10/2021,00018200.00,PE      ,00000368.75,00000584.70,00000329.00,00000557.50,000000000017950,           190850,             3817,             2226,     3551592785.00,       78122785.00
OPTIDX    ,NIFTY     ,07/10/2021,00018250.00,CE      ,00000001.55,00000002.50,00000001.40,00000002.20,000000000483200,          5077500,           101550,            28618,    92674498827.50,       10123827.50
OPTIDX    ,NIFTY     ,07/10/2021,00018250.00,PE      ,00000410.05,00000632.90,00000379.50,00000602.00,000000000004500,            53600,             1072,              569,     1002900035.00,       24700035.00
OPTIDX    ,NIFTY     ,07/10/2021,00018300.00,CE      ,00000001.25,00000002.45,00000001.20,00000002.15,000000003645150,         16699950,           333999,            72750,   305640383847.50,       31298847.50
OPTIDX    ,NIFTY     ,07/10/2021,00018300.00,PE      ,00000446.00,00000682.25,00000431.45,00000659.70,000000000008600,            32550,              651,              368,      612602990.00,       16937990.00
OPTIDX    ,NIFTY     ,07/10/2021,00018350.00,CE      ,00000001.30,00000002.15,00000001.10,00000001.95,000000000344250,          1980650,            39613,            12544,    36348261452.50,        3333952.50
OPTIDX    ,NIFTY     ,07/10/2021,00018350.00,PE      ,00000495.70,00000704.05,00000495.70,00000689.15,000000000000650,              600,              012,              012,       11363742.50,         353742.50
OPTIDX    ,NIFTY     ,07/10/2021,00018400.00,CE      ,00000001.30,00000002.15,00000001.10,00000001.90,000000001480800,          8557450,           171149,            37961,   157471097822.50,       14017822.50
OPTIDX    ,NIFTY     ,07/10/2021,00018400.00,PE      ,00000541.95,00000760.30,00000541.95,00000749.60,000000000000800,             1250,              025,              018,       23763370.00,         763370.00
OPTIDX    ,NIFTY     ,07/10/2021,00018450.00,CE      ,00000001.15,00000002.10,00000001.00,00000001.90,000000000234850,           669900,            13398,             4936,    12360724465.00,        1069465.00
OPTIDX    ,NIFTY     ,07/10/2021,00018450.00,PE      ,00000644.65,00000692.90,00000644.65,00000686.40,000000000000450,              150,              003,              003,        2868697.50,         101197.50
OPTIDX    ,NIFTY     ,07/10/2021,00018500.00,CE      ,00000001.15,00000002.10,00000000.95,00000001.85,000000003758350,         11420550,           228411,            41920,   211297738767.50,       17563767.50
OPTIDX    ,NIFTY     ,07/10/2021,00018500.00,PE      ,00000653.65,00000884.15,00000628.30,00000863.65,000000000052100,            70300,             1406,              561,     1354867037.50,       54317037.50
OPTIDX    ,NIFTY     ,07/10/2021,00018550.00,CE      ,00000001.15,00000002.00,00000000.95,00000001.70,000000000067350,           334750,             6695,             2575,     6210092457.50,         479957.50
OPTIDX    ,NIFTY     ,07/10/2021,00018600.00,CE      ,00000000.90,00000001.90,00000000.80,00000001.70,000000000978250,          3019800,            60396,            19135,    56172367172.50,        4087172.50
OPTIDX    ,NIFTY     ,07/10/2021,00018650.00,CE      ,00000001.00,00000001.85,00000000.70,00000001.55,000000000068200,           184600,             3692,             1630,     3443040100.00,         250100.00
OPTIDX    ,NIFTY     ,07/10/2021,00018650.00,PE      ,00001086.05,00001086.05,00001086.05,00001086.05,000000000000100,              050,              001,              001,         986802.50,          54302.50
OPTIDX    ,NIFTY     ,07/10/2021,00018700.00,CE      ,00000000.90,00000001.80,00000000.75,00000001.55,000000001037500,          2702000,            54040,            16883,    50530869557.50,        3469557.50
OPTIDX    ,NIFTY     ,07/10/2021,00018700.00,PE      ,00000850.00,00001025.00,00000838.65,00001025.00,000000000000150,             4050,              081,              038,       79596320.00,        3861320.00
OPTIDX    ,NIFTY     ,07/10/2021,00018750.00,CE      ,00000000.95,00000001.80,00000000.65,00000001.40,000000000033200,           296600,             5932,             3290,     5561591760.00,         341760.00
OPTIDX    ,NIFTY     ,07/10/2021,00018800.00,CE      ,00000000.90,00000001.75,00000000.70,00000001.50,000000000640250,          1749550,            34991,            11386,    32893585912.50,        2045912.50
OPTIDX    ,NIFTY     ,07/10/2021,00018800.00,PE      ,00000938.05,00001105.00,00000938.05,00001105.00,000000000000200,              650,              013,              012,       12858387.50,         638387.50
OPTIDX    ,NIFTY     ,07/10/2021,00018850.00,CE      ,00000000.85,00000001.65,00000000.65,00000001.35,000000000027000,           135650,             2713,              784,     2557149810.00,         147310.00
OPTIDX    ,NIFTY     ,07/10/2021,00018850.00,PE      ,00000992.25,00001220.45,00000990.45,00001220.45,000000000000050,              300,              006,              006,        5976210.00,         321210.00
OPTIDX    ,NIFTY     ,07/10/2021,00018900.00,CE      ,00000000.90,00000001.75,00000000.65,00000001.45,000000000283750,          1478850,            29577,            12784,    27951901517.50,        1636517.50
OPTIDX    ,NIFTY     ,07/10/2021,00018900.00,PE      ,00001045.50,00001258.65,00001041.65,00001258.65,000000000000150,              300,              006,              006,        6005802.50,         335802.50
OPTIDX    ,NIFTY     ,07/10/2021,00018950.00,CE      ,00000000.95,00000001.65,00000000.55,00000001.45,000000000020750,           137250,             2745,             2076,     2601013217.50,         125717.50
OPTIDX    ,NIFTY     ,07/10/2021,00019000.00,CE      ,00000000.85,00000001.80,00000000.60,00000001.45,000000003557400,          6991400,           139828,            35797,   132844648930.00,        8048930.00
OPTIDX    ,NIFTY     ,07/10/2021,00019000.00,PE      ,00001165.05,00001350.05,00001134.05,00001350.05,000000000003150,             1350,              027,              016,       27280825.00,        1630825.00
OPTIDX    ,NIFTY     ,07/10/2021,00019050.00,CE      ,00000000.90,00000001.70,00000000.50,00000001.45,000000000019700,           622050,            12441,            11212,    11850521297.50,         468797.50
OPTIDX    ,NIFTY     ,07/10/2021,00019100.00,CE      ,00000000.65,00000001.80,00000000.50,00000001.60,000000000692900,          1464150,            29283,             6338,    27967130852.50,        1865852.50
OPTIDX    ,NIFTY     ,07/10/2021,00019150.00,CE      ,00000000.70,00000001.75,00000000.40,00000001.50,000000000019400,            79900,             1598,              922,     1530154475.00,          69475.00
OPTIDX    ,NIFTY     ,07/10/2021,00019200.00,CE      ,00000000.65,00000001.80,00000000.40,00000001.55,000000000445550,           955750,            19115,             4224,    18351549702.50,        1149702.50
OPTIDX    ,NIFTY     ,07/10/2021,00019250.00,CE      ,00000000.65,00000001.65,00000000.40,00000001.40,000000000019550,           369550,             7391,             5809,     7114075427.50,         237927.50
OPTIDX    ,NIFTY     ,07/10/2021,00019300.00,CE      ,00000000.70,00000001.60,00000000.35,00000001.25,000000001335400,          1307000,            26140,             7045,    25226250567.50,        1150567.50
OPTIDX    ,NIFTY     ,07/10/2021,00019350.00,CE      ,00000000.50,00000001.60,00000000.35,00000001.30,000000000640650,           475000,             9500,             1719,     9191649182.50,         399182.50
OPTIDX    ,FINNIFTY  ,07/10/2021,00017000.00,PE      ,00000001.60,00000002.75,00000000.10,00000000.10,000000000000840,              680,              017,              010,       11560744.00,            744.00
OPTIDX    ,FINNIFTY  ,07/10/2021,00017200.00,PE      ,00000001.50,00000001.80,00000000.65,00000001.60,000000000000720,              800,              020,              010,       13761010.00,           1010.00
